variable,raw,code
q_eu_trust_val,Abbastanza sfiduciato/a,distrust
q_eu_trust_val,Completamente sfiduciato/a,distrust
q_eu_trust_val,Desconfía,distrust
q_eu_trust_val,Distrust,distrust
q_eu_trust_val,Ei usalda,distrust
q_eu_trust_val,Epäilen,distrust
q_eu_trust_val,Litar inte på,distrust
q_eu_trust_val,Misstraue,distrust
q_eu_trust_val,Ne zaupam,distrust
q_eu_trust_val,Nedôverujem tomu,distrust
q_eu_trust_val,Nedůvěřuji,distrust
q_eu_trust_val,Nem bízom benne,distrust
q_eu_trust_val,Nem confio nem desconfio,distrust
q_eu_trust_val,Nemam povjerenja,distrust
q_eu_trust_val,Nepasitikiu,distrust
q_eu_trust_val,Neuzticos,distrust
q_eu_trust_val,Neîncredere,distrust
q_eu_trust_val,Nie ufam jej,distrust
q_eu_trust_val,Não confio,distrust
q_eu_trust_val,Não confio muito,distrust
q_eu_trust_val,Sfiduciato/a,distrust
q_eu_trust_val,Uopće nemam povjerenja,distrust
q_eu_trust_val,Wantrouwen,distrust
q_eu_trust_val,Δεν την εμπιστεύομαι,distrust
q_eu_trust_val,Нямам доверие,distrust
q_eu_trust_val,Ei usalda ega umbusalda,neither
q_eu_trust_val,En luota enkä epäile,neither
q_eu_trust_val,Hverken mistillid eller tillid,neither
q_eu_trust_val,"Je ne lui fais ni confiance, ni pas confiance",neither
q_eu_trust_val,"Nedz neuzticos, nedz uzticos",neither
q_eu_trust_val,"Nei nepasitikiu, nei pasitikiu",neither
q_eu_trust_val,Neither distrust nor trust,neither
q_eu_trust_val,Ni confía ni desconfía,neither
q_eu_trust_val,"Nici neîncredere, nici încredere",neither
q_eu_trust_val,Niti imam niti nemam povjerenja,neither
q_eu_trust_val,Niti zaupam niti ne zaupam,neither
q_eu_trust_val,"Noch wantrouwen, noch vertrouwen",neither
q_eu_trust_val,Né l’uno né l’altro,neither
q_eu_trust_val,"Se nem bízom benne, se nem kételkedek benne",neither
q_eu_trust_val,Varken litar eller inte litar på,neither
q_eu_trust_val,Weder vertraue noch misstraue ich,neither
q_eu_trust_val,Ούτε δεν την εμπιστεύομαι ούτε την εμπιστεύομαι,neither
q_eu_trust_val,"Нито нямам доверие, нито имам доверие",neither
q_eu_trust_val,Desconfía algo,somewhat_distrust
q_eu_trust_val,Djelomično nemam povjerenja,somewhat_distrust
q_eu_trust_val,Do určitej miery tomu nedôverujem,somewhat_distrust
q_eu_trust_val,Enigszins wantrouwen,somewhat_distrust
q_eu_trust_val,Epäilen jossain määrin,somewhat_distrust
q_eu_trust_val,Inkább nem bízom benne,somewhat_distrust
q_eu_trust_val,Je ne lui fais pas vraiment confiance,somewhat_distrust
q_eu_trust_val,Je ne lui fais plutôt pas confiance,somewhat_distrust
q_eu_trust_val,Litar inte på i viss utsträckning,somewhat_distrust
q_eu_trust_val,Misstraue eher,somewhat_distrust
q_eu_trust_val,Mõneti ei usalda,somewhat_distrust
q_eu_trust_val,Neîncredere parțială,somewhat_distrust
q_eu_trust_val,Nogen mistillid,somewhat_distrust
q_eu_trust_val,Somewhat distrust,somewhat_distrust
q_eu_trust_val,Spíše nedůvěřuji,somewhat_distrust
q_eu_trust_val,Veikiau nepasitikiu,somewhat_distrust
q_eu_trust_val,Zināmā mērā neuzticos,somewhat_distrust
q_eu_trust_val,Δεν την εμπιστεύομαι σε κάποιο βαθμό,somewhat_distrust
q_eu_trust_val,Донякъде нямам доверие,somewhat_distrust
q_eu_trust_val,Confio um pouco,somewhat_trust
q_eu_trust_val,Confía algo,somewhat_trust
q_eu_trust_val,Częściowo jej ufam,somewhat_trust
q_eu_trust_val,Delno ne zaupam,somewhat_trust
q_eu_trust_val,Delno zaupam,somewhat_trust
q_eu_trust_val,Djelomično imam povjerenja,somewhat_trust
q_eu_trust_val,Do určitej miery tomu dôverujem,somewhat_trust
q_eu_trust_val,Enigszins vertrouwen,somewhat_trust
q_eu_trust_val,Inkább bízom benne,somewhat_trust
q_eu_trust_val,Je lui fais un peu confiance,somewhat_trust
q_eu_trust_val,Litar på i viss utsträckning,somewhat_trust
q_eu_trust_val,Luotan jossain määrin,somewhat_trust
q_eu_trust_val,Mõneti usaldan,somewhat_trust
q_eu_trust_val,Nogen tillid,somewhat_trust
q_eu_trust_val,Somewhat trust,somewhat_trust
q_eu_trust_val,Spíše důvěřuji,somewhat_trust
q_eu_trust_val,Veikiau pasitikiu,somewhat_trust
q_eu_trust_val,Vertraue eher,somewhat_trust
q_eu_trust_val,Zināmā mērā uzticos,somewhat_trust
q_eu_trust_val,Încredere parțială,somewhat_trust
q_eu_trust_val,Την εμπιστεύομαι σε κάποιο βαθμό,somewhat_trust
q_eu_trust_val,Донякъде имам доверие,somewhat_trust
q_eu_trust_val,Abbastanza fiducioso/a,trust
q_eu_trust_val,Bízom benne,trust
q_eu_trust_val,Confio,trust
q_eu_trust_val,Confía,trust
q_eu_trust_val,Dôverujem tomu,trust
q_eu_trust_val,Důvěřuji,trust
q_eu_trust_val,Fiducioso/a,trust
q_eu_trust_val,Imam potpuno povjerenje,trust
q_eu_trust_val,Imam povjerenja,trust
q_eu_trust_val,Je lui fais confiance,trust
q_eu_trust_val,Litar fullständigt på,trust
q_eu_trust_val,Litar på,trust
q_eu_trust_val,Luotan,trust
q_eu_trust_val,Pasitikiu,trust
q_eu_trust_val,Trust,trust
q_eu_trust_val,Ufam jej,trust
q_eu_trust_val,Usaldan,trust
q_eu_trust_val,Uzticos,trust
q_eu_trust_val,Vertraue,trust
q_eu_trust_val,Vertrouwen,trust
q_eu_trust_val,Zaupam,trust
q_eu_trust_val,Încredere,trust
q_eu_trust_val,Την εμπιστεύομαι,trust
q_eu_trust_val,Имам доверие,trust
q_eu_trust_val,Mam neutralny stosunek,NA
q_eu_trust_val,Mám neutrální názor,NA
q_eu_trust_val,Nemám na to názor,NA
q_fin_strain,"Almost never, or never",almost_never
q_fin_strain,Aproape niciodată/ Niciodată,almost_never
q_fin_strain,Beveik niekada / niekada,almost_never
q_fin_strain,Bijna nooit/nooit,almost_never
q_fin_strain,Casi nunca / Nunca,almost_never
q_fin_strain,Gandrīz nekad / nekad,almost_never
q_fin_strain,Gotovo nikada /nikada,almost_never
q_fin_strain,Nästan aldrig / Aldrig,almost_never
q_fin_strain,Peaaegu mitte kunagi\ Mitte kunagi,almost_never
q_fin_strain,Pratiquement jamais / Jamais,almost_never
q_fin_strain,Quase nunca/nunca,almost_never
q_fin_strain,Skoraj nikoli/Nikoli,almost_never
q_fin_strain,Stort set aldrig/Aldrig,almost_never
q_fin_strain,Szinte soha / Soha,almost_never
q_fin_strain,Takmer nikdy/nikdy,almost_never
q_fin_strain,Tuskin koskaan/ Ei koskaan,almost_never
q_fin_strain,"Téměř nikdy/nikdy""",almost_never
q_fin_strain,prawie nigdy \ nigdy,almost_never
q_fin_strain,Σχεδόν ποτέ/ Ποτέ,almost_never
q_fin_strain,Почти никога / никога,almost_never
q_fin_strain,Af en toe,from_time_to_time
q_fin_strain,De temps en temps,from_time_to_time
q_fin_strain,De vez em quando,from_time_to_time
q_fin_strain,Enamus ajast,from_time_to_time
q_fin_strain,Enkelte gange,from_time_to_time
q_fin_strain,From time to time,from_time_to_time
q_fin_strain,Gelegentlich,from_time_to_time
q_fin_strain,Ibland,from_time_to_time
q_fin_strain,Jen někdy,from_time_to_time
q_fin_strain,Kartais,from_time_to_time
q_fin_strain,Nahezu nie/ nie,from_time_to_time
q_fin_strain,Néha,from_time_to_time
q_fin_strain,Ocasionalmente,from_time_to_time
q_fin_strain,Ocazional,from_time_to_time
q_fin_strain,Povremeno,from_time_to_time
q_fin_strain,Praticamente mai/Mai,from_time_to_time
q_fin_strain,Príležitostne,from_time_to_time
q_fin_strain,Qualche volta,from_time_to_time
q_fin_strain,Reizēm,from_time_to_time
q_fin_strain,Satunnaisesti,from_time_to_time
q_fin_strain,Vahetevahel,from_time_to_time
q_fin_strain,Većinu vremena,from_time_to_time
q_fin_strain,Včasih,from_time_to_time
q_fin_strain,czasami,from_time_to_time
q_fin_strain,Κατά καιρούς,from_time_to_time
q_fin_strain,Понякога,from_time_to_time
q_fin_strain,A maioria das vezes,most_of_time
q_fin_strain,Az esetek többségében,most_of_time
q_fin_strain,Dažniausiai,most_of_time
q_fin_strain,De fleste måneder,most_of_time
q_fin_strain,La maggior parte delle volte,most_of_time
q_fin_strain,La mayor parte del tiempo,most_of_time
q_fin_strain,La plupart du temps,most_of_time
q_fin_strain,Lielāko daļu laika,most_of_time
q_fin_strain,Meestal,most_of_time
q_fin_strain,Meistens,most_of_time
q_fin_strain,Most of the time,most_of_time
q_fin_strain,Skoraj zmeraj,most_of_time
q_fin_strain,Större delen av tiden,most_of_time
q_fin_strain,Useimmiten,most_of_time
q_fin_strain,Väčšinou,most_of_time
q_fin_strain,Většinou,most_of_time
q_fin_strain,zazwyczaj,most_of_time
q_fin_strain,În cea mai mare parte a timpului,most_of_time
q_fin_strain,Τις περισσότερες φορές,most_of_time
q_fin_strain,Повечето пъти,most_of_time
q_party_closeness,Abbastanza vicino,fairly_close
q_party_closeness,Assez proche,fairly_close
q_party_closeness,Bastante próximo,fairly_close
q_party_closeness,Bastante próximo/a,fairly_close
q_party_closeness,Destul de apropiat(ă),fairly_close
q_party_closeness,Diezgan tuvs/-a,fairly_close
q_party_closeness,Docela blízká,fairly_close
q_party_closeness,Dosť blízko,fairly_close
q_party_closeness,Elég közel,fairly_close
q_party_closeness,Fairly close,fairly_close
q_party_closeness,Foarte apropiat(ă),fairly_close
q_party_closeness,Forholdsvis tæt,fairly_close
q_party_closeness,Gana artimas (-a),fairly_close
q_party_closeness,Ganska nära,fairly_close
q_party_closeness,Melko läheiseksi,fairly_close
q_party_closeness,Muito próximo,fairly_close
q_party_closeness,Plus comme un sympatisant,fairly_close
q_party_closeness,Precej blizu,fairly_close
q_party_closeness,Priličnu bliskost,fairly_close
q_party_closeness,Raczej mocno związany,fairly_close
q_party_closeness,Sympatiserer med,fairly_close
q_party_closeness,Tamelijk verbonden,fairly_close
q_party_closeness,Ziemlich verbunden,fairly_close
q_party_closeness,Üsna lähedane,fairly_close
q_party_closeness,Αρκετά,fairly_close
q_party_closeness,Сравнително близък/а,fairly_close
q_party_closeness,Csupán szimpatizál,sympathiser
q_party_closeness,Doar un simpatizant,sympathiser
q_party_closeness,Endast en sympatör,sympathiser
q_party_closeness,Le naklonjen(-a),sympathiser
q_party_closeness,Len sympatizant,sympathiser
q_party_closeness,Lihtsalt poolehoidja,sympathiser
q_party_closeness,Lähinnä vain kannattaja,sympathiser
q_party_closeness,Meramente simpatizante,sympathiser
q_party_closeness,Merely a sympathiser,sympathiser
q_party_closeness,Niezbyt mocno związany,sympathiser
q_party_closeness,Nur Sympathisant,sympathiser
q_party_closeness,Pouze sympatizant,sympathiser
q_party_closeness,Samo simpatizer,sympathiser
q_party_closeness,Simplemente es un/a simpatizante,sympathiser
q_party_closeness,Slechts een sympathisant,sympathiser
q_party_closeness,Tik prijaučiate,sympathiser
q_party_closeness,Tikai simpatizēju,sympathiser
q_party_closeness,Un semplice simpatizzante,sympathiser
q_party_closeness,Απλώς το συμπαθώ,sympathiser
q_party_closeness,Просто симпатизант,sympathiser
q_party_closeness,Bardzo mocno związany,very_close
q_party_closeness,Heel erg verbonden,very_close
q_party_closeness,Hodně blízká,very_close
q_party_closeness,Hyvin läheiseksi,very_close
q_party_closeness,Labai artimas (-a),very_close
q_party_closeness,Meget tæt,very_close
q_party_closeness,Molto vicino,very_close
q_party_closeness,Muy próximo/a,very_close
q_party_closeness,Mycket nära,very_close
q_party_closeness,Nagyon közel,very_close
q_party_closeness,Sehr verbunden,very_close
q_party_closeness,Très proche,very_close
q_party_closeness,Veliku bliskost,very_close
q_party_closeness,Very close,very_close
q_party_closeness,Veľmi blízko,very_close
q_party_closeness,Väga lähedane,very_close
q_party_closeness,Zelo blizu,very_close
q_party_closeness,Ļoti tuvs/-a,very_close
q_party_closeness,Πολύ,very_close
q_party_closeness,Много близък/а,very_close
q_rural_urban,Cidade grande,large_city
q_rural_urban,Dans une grande ville,large_city
q_rural_urban,Dideliame mieste,large_city
q_rural_urban,En liten eller medelstor stad,large_city
q_rural_urban,En stor stad,large_city
q_rural_urban,Gran ciudad,large_city
q_rural_urban,In een grote stad,large_city
q_rural_urban,In een kleine of middelgrote stad,large_city
q_rural_urban,Large town,large_city
q_rural_urban,Lille eller middelstor by,large_city
q_rural_urban,Malom ili srednje velikom gradu,large_city
q_rural_urban,Pienessä tai keskisuuressa kaupungissa,large_city
q_rural_urban,Stor by,large_city
q_rural_urban,Suures linnas,large_city
q_rural_urban,Suuressa kaupungissa,large_city
q_rural_urban,Una grande città,large_city
q_rural_urban,V malém nebo středně velkém městě,large_city
q_rural_urban,Ve velkém městě,large_city
q_rural_urban,Velikom gradu,large_city
q_rural_urban,einer Großstadt,large_city
q_rural_urban,Голям град,large_city
q_rural_urban,Dans une commune rurale,rural
q_rural_urban,"Faluban, falusias településen él",rural
q_rural_urban,Glesbygd eller by,rural
q_rural_urban,"Kaimo vietovėje, vienkiemyje",rural
q_rural_urban,La sat sau comună,rural
q_rural_urban,Landdistrikt eller landsby,rural
q_rural_urban,Laukos vai ciematā,rural
q_rural_urban,Maa-asulas või külas,rural
q_rural_urban,Maaseutualueella tai kylässä,rural
q_rural_urban,Na podeželju ali na vasi,rural
q_rural_urban,"Na venkově, na vesnici",rural
q_rural_urban,Na vidieku alebo na dedine,rural
q_rural_urban,Op het platteland of in een dorp,rural
q_rural_urban,Rural area or village,rural
q_rural_urban,Ruralnom području ili selu,rural
q_rural_urban,Un villaggio o un'area rurale,rural
q_rural_urban,Zona rural ou aldeia,rural
q_rural_urban,Área rural o pueblo,rural
q_rural_urban,Αγροτική περιοχή ή χωριό,rural
q_rural_urban,Селски район или село,rural
q_rural_urban,Cidade pequena ou média,small_med_town
q_rural_urban,Ciudad pequeña o mediana,small_med_town
q_rural_urban,Dans une ville petite ou moyenne,small_med_town
q_rural_urban,Într-un oraş mare,small_med_town
q_rural_urban,Într-un oraş mic sau mediu,small_med_town
q_rural_urban,"Kis, esetleg közepes méretű városban",small_med_town
q_rural_urban,Lielā pilsētā,small_med_town
q_rural_urban,Mazā vai vidēji lielā pilsētā,small_med_town
q_rural_urban,Mažame miestelyje ar vidutinio dydžio mieste,small_med_town
q_rural_urban,Na obszarze wiejskim lub na wsi,small_med_town
q_rural_urban,Nagyvárosban él,small_med_town
q_rural_urban,Nevím,small_med_town
q_rural_urban,Nu ştiu,small_med_town
q_rural_urban,Small or middle sized town,small_med_town
q_rural_urban,Una piccola o media cittadina,small_med_town
q_rural_urban,V malom alebo v stredne veľkom meste,small_med_town
q_rural_urban,V manjšem ali srednje velikem kraju,small_med_town
q_rural_urban,V večjem mestu,small_med_town
q_rural_urban,Väikses või keskmise suurusega linnas,small_med_town
q_rural_urban,Vo veľkom meste,small_med_town
q_rural_urban,W dużym mieście,small_med_town
q_rural_urban,W średnim lub małym mieście,small_med_town
q_rural_urban,einer kleinen oder mittelgroßen Stadt,small_med_town
q_rural_urban,einer ländlichen Gegend oder Landgemeinde,small_med_town
q_rural_urban,Μεγάλη πόλη,small_med_town
q_rural_urban,Μικρού ή μεσαίου μεγέθους πόλη,small_med_town
q_rural_urban,Малък или среден град,small_med_town
q_rural_urban,Don't know,NA
q_rural_urban,Ei tea,NA
q_rural_urban,En tiedä,NA
q_rural_urban,Ne sait pas,NA
q_rural_urban,Ne vem,NA
q_rural_urban,Ne zna,NA
q_rural_urban,Ne znam,NA
q_rural_urban,Nem tudom,NA
q_rural_urban,Nežinau,NA
q_rural_urban,Nie wiem,NA
q_rural_urban,No sé,NA
q_rural_urban,Non so,NA
q_rural_urban,Não sei,NA
q_rural_urban,Ved ikke,NA
q_rural_urban,Vet ej,NA
q_rural_urban,Weet niet,NA
q_rural_urban,Weiß nicht,NA
q_rural_urban,Не знам,NA
q_vote_turnout_confirm,En ole äänestänyt,no
q_vote_turnout_confirm,"Ne, nevolil/a jsem",no
q_vote_turnout_confirm,"Nee, ik heb niet gestemd",no
q_vote_turnout_confirm,"Nein, ich habe nicht abgestimmt.",no
q_vote_turnout_confirm,"Nej, jeg har ikke stemt",no
q_vote_turnout_confirm,"Nie, nie wziąłem/wzięłam udziału",no
q_vote_turnout_confirm,"No, I have not voted",no
q_vote_turnout_confirm,"No, no he votado",no
q_vote_turnout_confirm,"Non, je n'ai pas voté",no
q_vote_turnout_confirm,"Nu, nu am votat",no
q_vote_turnout_confirm,"Όχι, δεν έχω ψηφίσε",no
q_vote_turnout_confirm,"Ano, volil/a jsem",yes
q_vote_turnout_confirm,"Da, am votat",yes
q_vote_turnout_confirm,"Da, sem že glasoval/a",yes
q_vote_turnout_confirm,"Ja, ich habe abgestimmt.",yes
q_vote_turnout_confirm,"Ja, ik heb gestemd",yes
q_vote_turnout_confirm,"Ja, jag har röstat",yes
q_vote_turnout_confirm,"Ja, jeg har stemt",yes
q_vote_turnout_confirm,"Jah, ma hääletasin",yes
q_vote_turnout_confirm,"Jā, es nobalsoju",yes
q_vote_turnout_confirm,"Kyllä, olen äänestänyt",yes
q_vote_turnout_confirm,"Oui, j'ai voté",yes
q_vote_turnout_confirm,"Sim, votei",yes
q_vote_turnout_confirm,"Sì, ho votato",yes
q_vote_turnout_confirm,"Sí, he votado",yes
q_vote_turnout_confirm,"Taip, balsavau",yes
q_vote_turnout_confirm,"Tak, wziąłem/wzięłam udział",yes
q_vote_turnout_confirm,"Yes, I voted",yes
q_vote_turnout_confirm,"Áno, voli(-a) som",yes
q_vote_turnout_confirm,"Да, аз гласувах",yes
q_vote_turnout_reason_fra,"J'avais envisagé de voter cette fois-ci, mais je ne l'ai pas fait",considered_not_voted
q_vote_turnout_reason_fra,Je n'ai pas voté (lors de ces élections en mai),did_not_vote
q_vote_turnout_reason_fra,Je n'avais pas le droit de vote,not_eligible
q_vote_turnout_reason_fra,"Je vote en général, mais je ne l'ai pas fait cette fois-ci",usually_votes_not_this_time
q_vote_turnout_reason_fra,Je suis certain(e) d'avoir voté,voted
