renamed_var,renamed_col,original_col,wave,question_wording,wording_source
q_eu_int_fra,q_eu_int_fra_raw,Q229_2,2,Dans quelle mesure êtes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes? - Je suis très intéressé(e) par la politique européenne,France
q_eu_know_1,q_eu_know_1_raw,Q146_1,1,"For each of the following statements about the EU, could you please tell me whether you think it is true or false. If you don't know, just say so and we will skip to the next. - Donald Tusk is the current President of the European Commission",United Kingdom
q_eu_know_1,q_eu_know_1_raw,Q224_1,2,"For each of the following statements about the EU, could you please tell me whether you think it is true or false. If you don't know, just say so and we will skip to the next. - Each Member State elects the same number of representatives to the European Parliament",United Kingdom
q_eu_know_1,q_eu_know_1_raw,Q231_1,3,"For each of the following statements about the EU, could you please tell me whether you think it is true or false. If you don't know, just say so and we will skip to the next. - The European Council is officially called the Council of the European Union.",United Kingdom
q_eu_know_1_fra,q_eu_know_1_fra_raw,Q231_1,2,"Pour chacune des affirmations suivantes sur l'Union européenne, pourriez-vous me dire si elle vous semble vraie ou fausse. Si vous ne savez pas, vous pouvez simplement le dire et nous passerons à la suivante. - Le nom officiel du Conseil européen est le Conseil de l'Union européenne.",France
q_eu_know_2,q_eu_know_2_raw,Q146_2,1,"For each of the following statements about the EU, could you please tell me whether you think it is true or false. If you don't know, just say so and we will skip to the next. - The European Union currently has 28 member states",United Kingdom
q_eu_know_2,q_eu_know_2_raw,Q224_2,2,"For each of the following statements about the EU, could you please tell me whether you think it is true or false. If you don't know, just say so and we will skip to the next. - Antonio Tajani is the current President of the Euroepan Commission",United Kingdom
q_eu_know_2,q_eu_know_2_raw,Q231_2,3,"For each of the following statements about the EU, could you please tell me whether you think it is true or false. If you don't know, just say so and we will skip to the next. - There are 1125 members in the European Parliament",United Kingdom
q_eu_know_2_fra,q_eu_know_2_fra_raw,Q231_2,2,"Pour chacune des affirmations suivantes sur l'Union européenne, pourriez-vous me dire si elle vous semble vraie ou fausse. Si vous ne savez pas, vous pouvez simplement le dire et nous passerons à la suivante. - Le Parlement européen compte 1125 membres",France
q_eu_know_3,q_eu_know_3_raw,Q146_3,1,"For each of the following statements about the EU, could you please tell me whether you think it is true or false. If you don't know, just say so and we will skip to the next. - The EU has an army",United Kingdom
q_eu_know_3,q_eu_know_3_raw,Q224_3,2,"For each of the following statements about the EU, could you please tell me whether you think it is true or false. If you don't know, just say so and we will skip to the next. - The presidency of the Council of the European Union is currently held by Romania",United Kingdom
q_eu_know_3,q_eu_know_3_raw,Q231_3,3,"For each of the following statements about the EU, could you please tell me whether you think it is true or false. If you don't know, just say so and we will skip to the next. - Vassilios Skouris is the current President of the Court of Justice of the European Union",United Kingdom
q_eu_know_3_fra,q_eu_know_3_fra_raw,Q231_3,2,"Pour chacune des affirmations suivantes sur l'Union européenne, pourriez-vous me dire si elle vous semble vraie ou fausse. Si vous ne savez pas, vous pouvez simplement le dire et nous passerons à la suivante. - Vassilios Skouris est l'actuel Président de la Cour de justice de l'Union européenne",France
q_eu_know_4,q_eu_know_4_raw,Q146_4,1,"For each of the following statements about the EU, could you please tell me whether you think it is true or false. If you don't know, just say so and we will skip to the next. - Members of the European Parliament (MEPs) do have the right to propose new laws",United Kingdom
q_eu_know_4,q_eu_know_4_raw,Q224_4,2,"For each of the following statements about the EU, could you please tell me whether you think it is true or false. If you don't know, just say so and we will skip to the next. - Only national courts have a say in determining whether a national law or practice is compatible with EU law",United Kingdom
q_eu_know_4,q_eu_know_4_raw,Q231_4,3,"For each of the following statements about the EU, could you please tell me whether you think it is true or false. If you don't know, just say so and we will skip to the next. - The Euro area currently consists of 19 Member States",United Kingdom
q_eu_know_4_fra,q_eu_know_4_fra_raw,Q231_4,2,"Pour chacune des affirmations suivantes sur l'Union européenne, pourriez-vous me dire si elle vous semble vraie ou fausse. Si vous ne savez pas, vous pouvez simplement le dire et nous passerons à la suivante. - La zone euro est actuellement composée de 19 Etats membres",France
q_eu_know_5,q_eu_know_5_raw,Q146_5,1,"For each of the following statements about the EU, could you please tell me whether you think it is true or false. If you don't know, just say so and we will skip to the next. - The Court of Justice is made up of one judge from each EU member state",United Kingdom
q_eu_know_5,q_eu_know_5_raw,Q224_5,2,"For each of the following statements about the EU, could you please tell me whether you think it is true or false. If you don't know, just say so and we will skip to the next. - There are 975 members in the House of Commons",United Kingdom
q_eu_know_5,q_eu_know_5_raw,Q231_5,3,"For each of the following statements about the EU, could you please tell me whether you think it is true or false. If you don't know, just say so and we will skip to the next. - Theresa May	belongs to	the Conservatives",United Kingdom
q_eu_know_5_fra,q_eu_know_5_fra_raw,Q231_5,2,"Pour chacune des affirmations suivantes sur l'Union européenne, pourriez-vous me dire si elle vous semble vraie ou fausse. Si vous ne savez pas, vous pouvez simplement le dire et nous passerons à la suivante. - Édouard Philippe est issu du parti Les Républicains (LR)",France
q_eu_longterm,q_eu_longterm_raw,Q71_1,1,"In thinking about the European Union (EU) and its decisions more generally, some people argue that it tends to act upon its long-term goals without listening to the pressing demand of the people. On the other hand, others contend that the EU tends to pander to the demand of people, rather than to act upon its long-term goals.
When it comes to the question of whether the EU tends to act upon its long-term goals or it tends to pander to the demand of the people, what is your opinion? - The EU tends to act upon its long-term goals",United Kingdom
q_eu_longterm,q_eu_longterm_raw,Q24_1,2,"In thinking about the European Union (EU) and its decisions more generally, some people argue that it should act upon its long-term goals without pandering to the demand of the people. On the other hand, others argue that the EU should listen to the demand of people, rather than to act upon its long-term goals.
When it comes to the question of whether the EU should act upon its long-term goals or it should listen to the demand of the people, what is your opinion? - The EU should act upon its long-term goals",United Kingdom
q_eu_longterm,q_eu_longterm_raw,Q38_1,3,"In thinking about the European Union (EU) and its decisions more generally, some people argue that it should act upon its long-term goals without pandering to the demand of the people. On the other hand, others argue that the EU should listen to the demand of people, rather than to act upon its long-term goals.
When it comes to the question of whether the EU should act upon its long-term goals or it should listen to the demand of the people, what is your opinion? - The EU should act upon its long-term goals",United Kingdom
q_eu_longterm_fra,q_eu_longterm_fra_raw,Q38_1,2,"En ce qui concerne l'Union européenne (UE) et ses décisions de manière plus générale, certaines personnes affirment que l'UE devrait agir en fonction de ses objectifs sur le long terme, sans se plier aux demandes pressantes de la population. D'autre part, d'autres personnes soutiennent que l'UE devrait écouter les demandes de la population plutôt qu'agir en fonction de ses objectifs sur le long terme.
Quelle est votre opinion sur la question de savoir si l'UE devrait agir en fonction de ses objectifs sur le long terme ou écouter les demandes de la population? - L'UE devrait agir en fonction de ses objectifs sur le long terme",France
q_eu_longterm_gre,q_eu_longterm_gre_raw,Q65_1,1,"In thinking about the European Union (EU) and its decisions more generally, some people argue that it tends to act upon its long-term goals without listening to the pressing demand of the people. On the other hand, others contend that the EU tends to pander to the demand of people, rather than to act upon its long-term goals.
When it comes to the question of whether the EU tends to act upon its long-term goals or it tends to pander to the demand of the people, what is your opinion? - The EU tends to act upon its long-term goals",United Kingdom
q_eu_pos_personal,q_eu_pos_personal_raw,Q147_2,1,"Please tell me to what extent you agree or disagree with each of the following statements. - In general, the EU has affected my personal situation in a positive way",United Kingdom
q_eu_responsive,q_eu_responsive_raw,Q71_2,1,"In thinking about the European Union (EU) and its decisions more generally, some people argue that it tends to act upon its long-term goals without listening to the pressing demand of the people. On the other hand, others contend that the EU tends to pander to the demand of people, rather than to act upon its long-term goals.
When it comes to the question of whether the EU tends to act upon its long-term goals or it tends to pander to the demand of the people, what is your opinion? - The EU tends to pander to the demand of the people",United Kingdom
q_eu_responsive,q_eu_responsive_raw,Q24_2,2,"In thinking about the European Union (EU) and its decisions more generally, some people argue that it should act upon its long-term goals without pandering to the demand of the people. On the other hand, others argue that the EU should listen to the demand of people, rather than to act upon its long-term goals.
When it comes to the question of whether the EU should act upon its long-term goals or it should listen to the demand of the people, what is your opinion? - The EU should listen to the demand of the people",United Kingdom
q_eu_responsive,q_eu_responsive_raw,Q38_2,3,"In thinking about the European Union (EU) and its decisions more generally, some people argue that it should act upon its long-term goals without pandering to the demand of the people. On the other hand, others argue that the EU should listen to the demand of people, rather than to act upon its long-term goals.
When it comes to the question of whether the EU should act upon its long-term goals or it should listen to the demand of the people, what is your opinion? - The EU should listen to the demand of the people",United Kingdom
q_eu_responsive_fra,q_eu_responsive_fra_raw,Q38_2,2,"En ce qui concerne l'Union européenne (UE) et ses décisions de manière plus générale, certaines personnes affirment que l'UE devrait agir en fonction de ses objectifs sur le long terme, sans se plier aux demandes pressantes de la population. D'autre part, d'autres personnes soutiennent que l'UE devrait écouter les demandes de la population plutôt qu'agir en fonction de ses objectifs sur le long terme.
Quelle est votre opinion sur la question de savoir si l'UE devrait agir en fonction de ses objectifs sur le long terme ou écouter les demandes de la population? - L'UE devrait écouter les demandes de la population",France
q_eu_responsive_gre,q_eu_responsive_gre_raw,Q65_2,1,"In thinking about the European Union (EU) and its decisions more generally, some people argue that it tends to act upon its long-term goals without listening to the pressing demand of the people. On the other hand, others contend that the EU tends to pander to the demand of people, rather than to act upon its long-term goals.
When it comes to the question of whether the EU tends to act upon its long-term goals or it tends to pander to the demand of the people, what is your opinion? - The EU tends to pander to the demand of the people",United Kingdom
q_eu_satisfaction,q_eu_satisfaction_raw,Q74_2,1,Please tell me to what extent you agree or disagree with each of the following statements. - I am satisfied with the performance of the EU,United Kingdom
q_eu_satisfaction,q_eu_satisfaction_raw,Q26_2,2,Please tell me to what extent you agree or disagree with each of the following statements. - I am satisfied with the performance of the EU,United Kingdom
q_eu_satisfaction,q_eu_satisfaction_raw,Q40_2,3,Please tell me to what extent you agree or disagree with each of the following statements. - I am satisfied with the performance of the EU,United Kingdom
q_eu_satisfaction_fra,q_eu_satisfaction_fra_raw,Q40_2,2,Dans quelle mesure êtes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes? - Je suis satisfait(e) des performances de l'UE,France
q_eu_trust_cjeu,q_eu_trust_cjeu_raw,Q132_4,1,"For each of the following institutions, please tell me if you tend to trust it or tend not to trust it. - Court of Justice of the European Union",United Kingdom
q_eu_trust_cjeu,q_eu_trust_cjeu_raw,Q226_4,2,"For each of the following institutions, please tell me if you tend to trust it or tend not to trust it. - Court of Justice of the European Union",United Kingdom
q_eu_trust_cjeu,q_eu_trust_cjeu_raw,Q233_4,3,"For each of the following institutions, please tell me if you tend to trust it or tend not to trust it. - Court of Justice of the European Union",United Kingdom
q_eu_trust_cjeu_fra,q_eu_trust_cjeu_fra_raw,Q233_4,2,Et pourriez-vous me dire si vous avez plutôt confiance ou plutôt pas confiance en ces institutions européennes. - La Cour de justice de l'Union européenne,France
q_eu_trust_com,q_eu_trust_com_raw,Q132_1,1,"For each of the following institutions, please tell me if you tend to trust it or tend not to trust it. - European Commission",United Kingdom
q_eu_trust_com,q_eu_trust_com_raw,Q226_1,2,"For each of the following institutions, please tell me if you tend to trust it or tend not to trust it. - European Commission",United Kingdom
q_eu_trust_com,q_eu_trust_com_raw,Q233_1,3,"For each of the following institutions, please tell me if you tend to trust it or tend not to trust it. - European Commission",United Kingdom
q_eu_trust_com_fra,q_eu_trust_com_fra_raw,Q233_1,2,Et pourriez-vous me dire si vous avez plutôt confiance ou plutôt pas confiance en ces institutions européennes. - La Commission européenne,France
q_eu_trust_cou,q_eu_trust_cou_raw,Q132_2,1,"For each of the following institutions, please tell me if you tend to trust it or tend not to trust it. - Council of the European Union",United Kingdom
q_eu_trust_cou,q_eu_trust_cou_raw,Q226_2,2,"For each of the following institutions, please tell me if you tend to trust it or tend not to trust it. - Council of the European Union",United Kingdom
q_eu_trust_cou,q_eu_trust_cou_raw,Q233_2,3,"For each of the following institutions, please tell me if you tend to trust it or tend not to trust it. - Council of the European Union",United Kingdom
q_eu_trust_cou_fra,q_eu_trust_cou_fra_raw,Q233_2,2,Et pourriez-vous me dire si vous avez plutôt confiance ou plutôt pas confiance en ces institutions européennes. - Le Conseil de l'Union Européenne,France
q_eu_trust_ecb,q_eu_trust_ecb_raw,Q132_5,1,"For each of the following institutions, please tell me if you tend to trust it or tend not to trust it. - European Central Bank",United Kingdom
q_eu_trust_ep,q_eu_trust_ep_raw,Q132_3,1,"For each of the following institutions, please tell me if you tend to trust it or tend not to trust it. - European Parliament",United Kingdom
q_eu_trust_ep,q_eu_trust_ep_raw,Q226_3,2,"For each of the following institutions, please tell me if you tend to trust it or tend not to trust it. - European Parliament",United Kingdom
q_eu_trust_ep,q_eu_trust_ep_raw,Q233_3,3,"For each of the following institutions, please tell me if you tend to trust it or tend not to trust it. - European Parliament",United Kingdom
q_eu_trust_ep_fra,q_eu_trust_ep_fra_raw,Q233_3,2,Et pourriez-vous me dire si vous avez plutôt confiance ou plutôt pas confiance en ces institutions européennes. - Le Parlement européen,France
q_eu_trust_val,q_eu_trust_val_raw,Q9,1,To what extent do you trust the EU to make the right decisions?,United Kingdom
q_eu_vote_2014,q_eu_vote_2014_raw,Q61,1,"On Thursday, May 23rd 2019, the European election takes place. All citizens of the European Union elect the members of the European Parliament. Which party would you vote for? - Selected Choice",United Kingdom
q_eu_vote_2014_raw_text,q_eu_vote_2014_raw_text,Q61_TEXT,1,NA,NA
q_euint_cjeu,q_euint_cjeu_raw,Q162_4,1,"When you use this scale from 1 to 11, how would you describe the political viewpoint of the following European bodies, where 1 means ""being extremely opposed to European integration"" and 11 means ""being extremely in favor of European integration""? - Court of Justice of the European Union",United Kingdom
q_euint_cjeu,q_euint_cjeu_raw,Q242_4,2,"When you use this scale from 1 to 11, how would you describe the political viewpoint of the following European bodies today, where 1 means ""being extremely opposed to European integration"" and 11 means ""being extremely in favor of European integration""? - Court of Justice of the European Union",United Kingdom
q_euint_cjeu,q_euint_cjeu_raw,Q242_4,3,"When you use this scale from 1 to 11, how would you describe the political viewpoint of the following European bodies today, where 1 means ""being extremely opposed to European integration"" and 11 means ""being extremely in favor of European integration""? - Court of Justice of the European Union",United Kingdom
q_euint_com,q_euint_com_raw,Q162_1,1,"When you use this scale from 1 to 11, how would you describe the political viewpoint of the following European bodies, where 1 means ""being extremely opposed to European integration"" and 11 means ""being extremely in favor of European integration""? - European Commission",United Kingdom
q_euint_com,q_euint_com_raw,Q242_1,2,"When you use this scale from 1 to 11, how would you describe the political viewpoint of the following European bodies today, where 1 means ""being extremely opposed to European integration"" and 11 means ""being extremely in favor of European integration""? - European Commission",United Kingdom
q_euint_com,q_euint_com_raw,Q242_1,3,"When you use this scale from 1 to 11, how would you describe the political viewpoint of the following European bodies today, where 1 means ""being extremely opposed to European integration"" and 11 means ""being extremely in favor of European integration""? - European Commission",United Kingdom
q_euint_cou,q_euint_cou_raw,Q162_2,1,"When you use this scale from 1 to 11, how would you describe the political viewpoint of the following European bodies, where 1 means ""being extremely opposed to European integration"" and 11 means ""being extremely in favor of European integration""? - Council of the European Union",United Kingdom
q_euint_cou,q_euint_cou_raw,Q242_2,2,"When you use this scale from 1 to 11, how would you describe the political viewpoint of the following European bodies today, where 1 means ""being extremely opposed to European integration"" and 11 means ""being extremely in favor of European integration""? - Council of the European Union",United Kingdom
q_euint_cou,q_euint_cou_raw,Q242_2,3,"When you use this scale from 1 to 11, how would you describe the political viewpoint of the following European bodies today, where 1 means ""being extremely opposed to European integration"" and 11 means ""being extremely in favor of European integration""? - Council of the European Union",United Kingdom
q_euint_ecb,q_euint_ecb_raw,Q162_5,1,"When you use this scale from 1 to 11, how would you describe the political viewpoint of the following European bodies, where 1 means ""being extremely opposed to European integration"" and 11 means ""being extremely in favor of European integration""? - European Central Bank",United Kingdom
q_euint_ep,q_euint_ep_raw,Q162_3,1,"When you use this scale from 1 to 11, how would you describe the political viewpoint of the following European bodies, where 1 means ""being extremely opposed to European integration"" and 11 means ""being extremely in favor of European integration""? - European Parliament",United Kingdom
q_euint_ep,q_euint_ep_raw,Q242_3,2,"When you use this scale from 1 to 11, how would you describe the political viewpoint of the following European bodies today, where 1 means ""being extremely opposed to European integration"" and 11 means ""being extremely in favor of European integration""? - European Parliament",United Kingdom
q_euint_ep,q_euint_ep_raw,Q242_3,3,"When you use this scale from 1 to 11, how would you describe the political viewpoint of the following European bodies today, where 1 means ""being extremely opposed to European integration"" and 11 means ""being extremely in favor of European integration""? - European Parliament",United Kingdom
q_euint_party_1,q_euint_party_1_raw,Q161_1,1,"And political parties also vary in their attitudes towards European Integration. Where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""extremely opposed"" and '11' means ""extremely in favor"" best describes each of the following parties? - Labour Party (Labour)",United Kingdom
q_euint_party_1,q_euint_party_1_raw,Q241_1,2,"And political parties also vary in their attitudes towards European Integration. Where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""extremely opposed"" and '11' means ""extremely in favor"" best describes each of the following parties? - Labour Party (Labour)",United Kingdom
q_euint_party_1,q_euint_party_1_raw,Q241_1,3,"And political parties also vary in their attitudes towards European Integration. Where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""extremely opposed"" and '11' means ""extremely in favor"" best describes each of the following parties? - Labour Party (Labour)",United Kingdom
q_euint_party_10,q_euint_party_10_raw,Q161_10,1,"Les partis politiques varient également dans leurs attitudes face à l’intégration européenne. Où situeriez-vous les partis suivants sur cette échelle ? Quel nombre de 1 à 11 décrit le mieux chacun des partis suivants, sachant que 1 signifie ""extrêmement opposé"" et 11 signifie ""extrêmement favorable"" ? - Partij van de Arbeid van België (PVDA) - Parti du Travail de Belgique (PTB)",Belgium
q_euint_party_2,q_euint_party_2_raw,Q161_2,1,"And political parties also vary in their attitudes towards European Integration. Where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""extremely opposed"" and '11' means ""extremely in favor"" best describes each of the following parties? - Conservative and Unionist Party (Conservative Party)",United Kingdom
q_euint_party_2,q_euint_party_2_raw,Q241_2,2,"And political parties also vary in their attitudes towards European Integration. Where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""extremely opposed"" and '11' means ""extremely in favor"" best describes each of the following parties? - Conservative and Unionist Party (Conservative Party)",United Kingdom
q_euint_party_2,q_euint_party_2_raw,Q241_2,3,"And political parties also vary in their attitudes towards European Integration. Where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""extremely opposed"" and '11' means ""extremely in favor"" best describes each of the following parties? - Conservative and Unionist Party (Conservative Party)",United Kingdom
q_euint_party_3,q_euint_party_3_raw,Q161_3,1,"And political parties also vary in their attitudes towards European Integration. Where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""extremely opposed"" and '11' means ""extremely in favor"" best describes each of the following parties? - UK Independence Party (UKIP)",United Kingdom
q_euint_party_3,q_euint_party_3_raw,Q241_3,2,"And political parties also vary in their attitudes towards European Integration. Where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""extremely opposed"" and '11' means ""extremely in favor"" best describes each of the following parties? - Brexit Party",United Kingdom
q_euint_party_3,q_euint_party_3_raw,Q241_3,3,"And political parties also vary in their attitudes towards European Integration. Where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""extremely opposed"" and '11' means ""extremely in favor"" best describes each of the following parties? - Brexit Party",United Kingdom
q_euint_party_4,q_euint_party_4_raw,Q161_4,1,"And political parties also vary in their attitudes towards European Integration. Where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""extremely opposed"" and '11' means ""extremely in favor"" best describes each of the following parties? - Liberal Democrats (Lib Dem)",United Kingdom
q_euint_party_4,q_euint_party_4_raw,Q241_4,2,"And political parties also vary in their attitudes towards European Integration. Where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""extremely opposed"" and '11' means ""extremely in favor"" best describes each of the following parties? - Liberal Democrats (Lib Dem)",United Kingdom
q_euint_party_4,q_euint_party_4_raw,Q241_4,3,"And political parties also vary in their attitudes towards European Integration. Where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""extremely opposed"" and '11' means ""extremely in favor"" best describes each of the following parties? - Liberal Democrats (Lib Dem)",United Kingdom
q_euint_party_5,q_euint_party_5_raw,Q161_5,1,"And political parties also vary in their attitudes towards European Integration. Where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""extremely opposed"" and '11' means ""extremely in favor"" best describes each of the following parties? - Scotish National Party (SNP)",United Kingdom
q_euint_party_5,q_euint_party_5_raw,Q241_5,2,"And political parties also vary in their attitudes towards European Integration. Where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""extremely opposed"" and '11' means ""extremely in favor"" best describes each of the following parties? - Scotish National Party (SNP)",United Kingdom
q_euint_party_5,q_euint_party_5_raw,Q241_5,3,"And political parties also vary in their attitudes towards European Integration. Where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""extremely opposed"" and '11' means ""extremely in favor"" best describes each of the following parties? - Scotish National Party (SNP)",United Kingdom
q_euint_party_6,q_euint_party_6_raw,Q161_6,1,"And political parties also vary in their attitudes towards European Integration. Where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""extremely opposed"" and '11' means ""extremely in favor"" best describes each of the following parties? - Green Party of England and Wales (GP)",United Kingdom
q_euint_party_6,q_euint_party_6_raw,Q241_6,2,"And political parties also vary in their attitudes towards European Integration. Where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""extremely opposed"" and '11' means ""extremely in favor"" best describes each of the following parties? - Green Party of England and Wales (GP)",United Kingdom
q_euint_party_6,q_euint_party_6_raw,Q241_6,3,"And political parties also vary in their attitudes towards European Integration. Where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""extremely opposed"" and '11' means ""extremely in favor"" best describes each of the following parties? - Green Party of England and Wales (GP)",United Kingdom
q_euint_party_7,q_euint_party_7_raw,Q161_7,1,"And political parties also vary in their attitudes towards European Integration. Where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""extremely opposed"" and '11' means ""extremely in favor"" best describes each of the following parties? - Plaid Cymru – Party of Wales (PL-PW)",United Kingdom
q_euint_party_7,q_euint_party_7_raw,Q241_7,2,"And political parties also vary in their attitudes towards European Integration. Where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""extremely opposed"" and '11' means ""extremely in favor"" best describes each of the following parties? - Change UK – The Independent Group",United Kingdom
q_euint_party_7,q_euint_party_7_raw,Q241_7,3,"And political parties also vary in their attitudes towards European Integration. Where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""extremely opposed"" and '11' means ""extremely in favor"" best describes each of the following parties? - Change UK – The Independent Group",United Kingdom
q_euint_party_8,q_euint_party_8_raw,Q161_8,1,"And political parties also vary in their attitudes towards European Integration. Where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""extremely opposed"" and '11' means ""extremely in favor"" best describes each of the following parties? - British National Party (BNP)",United Kingdom
q_euint_party_8,q_euint_party_8_raw,Q241_8,2,"And political parties also vary in their attitudes towards European Integration. Where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""extremely opposed"" and '11' means ""extremely in favor"" best describes each of the following parties? - UK Independence Party (UKIP)",United Kingdom
q_euint_party_8,q_euint_party_8_raw,Q241_8,3,"And political parties also vary in their attitudes towards European Integration. Where would you place the following parties on this scale? Which number from 1 to 11, where '1' means ""extremely opposed"" and '11' means ""extremely in favor"" best describes each of the following parties? - UK Independence Party (UKIP)",United Kingdom
q_euint_party_9,q_euint_party_9_raw,Q161_9,1,"Les partis politiques varient également dans leurs attitudes face à l’intégration européenne. Où situeriez-vous les partis suivants sur cette échelle ? Quel nombre de 1 à 11 décrit le mieux chacun des partis suivants, sachant que 1 signifie ""extrêmement opposé"" et 11 signifie ""extrêmement favorable"" ? - Vlaams Belang (VB)",Belgium
q_euint_pos,q_euint_pos_raw,Q20,2,"Some people say that European integration should be pushed further. Others say it already has gone too far. What is your opinion? 
Please indicate your views using a scale from 1 to 7, where '1' means European integration ""has already gone too far"" and '7' means it ""should be pushed further"". What number on this scale best describes your position?",United Kingdom
q_euint_pos,q_euint_pos_raw,Q41,3,"When it comes to the question of whether European integration should be pushed further or it already has gone too far, what is your opinion? Please indicate your views using a scale from 1 to 11, where '1' means European integration ""has already gone too far"" and '11' means it ""should be pushed further"".",United Kingdom
q_euint_pos_fra,q_euint_pos_fra_raw,Q41,2,"Quelle est votre opinion sur la question de savoir si l'intégration européenne devrait aller plus loin ou si elle est déjà allée trop loin ? Veuillez me donner votre avis sur une échelle de 1 à 7 où '1' signifie que ""l’intégration européenne est déjà allée trop loin"" et '7' signifie que ""l’intégration européenne devrait aller plus loin"".",France
q_euint_self,q_euint_self_raw,Q160,1,Some people are extremely opposed to European integration. Suppose these people are located at 1. Others are extremely in favor of European integration. Suppose these people are located at 11. And others have views in between. Where would you place yourself on this scale?,United Kingdom
q_euint_self,q_euint_self_raw,Q240,2,Some people are extremely opposed to European integration. Suppose these people are located at 1. Others are extremely in favor of European integration. Suppose these people are located at 11. And others have views in between. Where would you place yourself on this scale?,United Kingdom
q_euint_self,q_euint_self_raw,Q240,3,Some people are extremely opposed to European integration. Suppose these people are located at 1. Others are extremely in favor of European integration. Suppose these people are located at 11. And others have views in between. Where would you place yourself on this scale?,United Kingdom
q_eval_econ_eur,q_eval_econ_eur_raw,Q216_1,2,How would you judge the current situation in each of the following? - The situation of the European economy,United Kingdom
q_eval_econ_eur,q_eval_econ_eur_raw,Q219_1,3,How would you judge the current situation in each of the following? - The situation of the European economy,United Kingdom
q_eval_econ_eur_fra,q_eval_econ_eur_fra_raw,Q219_1,2,Comment jugez-vous la situation actuelle de chacun des domaines suivants ? - La situation de l'économie européenne,France
q_eval_econ_nat,q_eval_econ_nat_raw,Q216_2,2,How would you judge the current situation in each of the following? - The situation of the UK economy,United Kingdom
q_eval_econ_nat,q_eval_econ_nat_raw,Q219_2,3,How would you judge the current situation in each of the following? - The situation of the UK economy,United Kingdom
q_eval_econ_nat_fra,q_eval_econ_nat_fra_raw,Q219_2,2,Comment jugez-vous la situation actuelle de chacun des domaines suivants ? - La situation de l'économie française,France
q_eval_fin_household,q_eval_fin_household_raw,Q216_3,2,How would you judge the current situation in each of the following? - The financial situation of your household,United Kingdom
q_eval_fin_household,q_eval_fin_household_raw,Q219_3,3,How would you judge the current situation in each of the following? - The financial situation of your household,United Kingdom
q_eval_fin_household_fra,q_eval_fin_household_fra_raw,Q219_3,2,Comment jugez-vous la situation actuelle de chacun des domaines suivants ? - La situation financière de votre ménage,France
q_eval_job,q_eval_job_raw,Q216_4,2,How would you judge the current situation in each of the following? - Your personal job situation,United Kingdom
q_eval_job,q_eval_job_raw,Q219_4,3,How would you judge the current situation in each of the following? - Your personal job situation,United Kingdom
q_eval_job_fra,q_eval_job_fra_raw,Q219_4,2,Comment jugez-vous la situation actuelle de chacun des domaines suivants ? - Votre situation professionnelle,France
q_fin_strain,q_fin_strain_raw,Q175,1,"During the last twelve months, would you say you had difficulties to pay your bills at the end of the month...?",United Kingdom
q_future_discount,q_future_discount,Q228,2,"We now ask for your willingness to or unwillingness you are to give up something that is beneficial for you today in order to benefit more from that in the future. 
Please again indicate your answer on a scale from 1 to 7, where 1 means you are ”completely unwilling to do so” and a 7 means you are ”very willing to do so”. You can also use any numbers between 1 and 7 to indicate where you fall on the scale.",United Kingdom
q_future_discount,q_future_discount,Q235,3,"We now ask for your willingness to or unwillingness you are to give up something that is beneficial for you today in order to benefit more from that in the future. 
Please again indicate your answer on a scale from 1 to 7, where 1 means you are ”completely unwilling to do so” and a 7 means you are ”very willing to do so”. You can also use any numbers between 1 and 11 to indicate where you fall on the scale.",United Kingdom
q_future_discount_fra,q_future_discount_fra_raw,Q235,2,"Nous souhaiterions à présent savoir si vous êtes disposé(e) ou non à renoncer à quelque chose qui vous est bénéfique aujourd'hui afin d'en tirer davantage de bénéfices à l'avenir. 
Veuillez à nouveau utiliser une échelle allant de 1 à 7, où 1 signifie que vous n'êtes « pas du tout disposé(e) à le faire » et 7 que vous êtes « tout à fait disposé(e) à le faire ». Vous pouvez également utiliser les valeurs comprises entre 1 et 7 pour nuancer votre avis.",France
